ID_OPERATORE;ID_RAPPORTO_LAVORATIVO;ID_GIORNO;GIORNO;ORA_INIZIO;ORA_FINE;APPUNTO_RICEVIMENTO;ID_RAPLAV_AMBULATORIO
15652;1;3;Mercoledi;09:30;12:30;;28971
15652;1;2;Martedi;16:00;19:00;ACCESSO SU PRENOTAZIONE SALVO URGENZE;28971
15652;1;1;Lunedi;12:00;15:00;;28971
15112;1;5;Venerdi;14:00;17:00;;27995
15112;1;4;Giovedi;09:30;12:30;;27995
15112;1;3;Mercoledi;15:00;18:00;;27995
15112;1;2;Martedi;09:30;12:30;;27995
15112;1;1;Lunedi;14:00;17:00;;27995
11709;1;5;Venerdi;08:00;12:00;;21614
11709;1;4;Giovedi;14:00;17:30;;21614
11709;1;3;Mercoledi;08:00;12:00;;21614
11709;1;2;Martedi;14:00;17:30;;21614
11709;1;1;Lunedi;08:00;11:00;;21614
11709;1;1;Lunedi;14:00;16:00;;21614
11709;1;5;Venerdi;08:00;11:30;;21613
11709;1;4;Giovedi;14:00;17:30;;21613
11709;1;3;Mercoledi;08:00;11:30;;21613
11709;1;2;Martedi;14:00;17:30;;21613
11709;1;1;Lunedi;08:00;11:00;;21613
11709;1;1;Lunedi;14:00;16:00;;21613
11709;1;5;Venerdi;08:00;11:00;;21612
11709;1;4;Giovedi;14:00;17:30;;21612
11709;1;3;Mercoledi;08:00;11:00;;21612
11709;1;2;Martedi;14:00;17:30;;21612
11709;1;1;Lunedi;08:00;11:00;;21612
11709;1;1;Lunedi;14:00;16:00;;21612
15527;1;2;Martedi;09:00;12:00;SU APPUNTAMENTO;28746
15527;1;1;Lunedi;15:30;18:30;SU APPUNTAMENTO;28746
12498;1;5;Venerdi;14:00;16:00;;23064
12498;1;4;Giovedi;09:00;12:00;;23064
12498;1;3;Mercoledi;14:30;18:30;;23064
12498;1;2;Martedi;09:00;12:00;;23064
12498;1;1;Lunedi;09:00;12:00;;23064
15649;1;5;Venerdi;12:00;15:00;SU APPUNTAMENTO;28966
15649;1;3;Mercoledi;08:30;11:30;SU APPUNTAMENTO;28966
15649;1;1;Lunedi;15:00;19:00;SU APPUNTAMENTO;28966
15649;1;4;Giovedi;08:30;11:00;SU APPUNTAMENTO;28965
15649;1;2;Martedi;08:30;11:00;SU APPUNTAMENTO;28965
12254;1;5;Venerdi;09:00;12:00;;22553
12254;1;4;Giovedi;14:30;17:30;;22553
12254;1;3;Mercoledi;09:00;12:00;;22553
12254;1;2;Martedi;09:00;12:00;;22553
12254;1;1;Lunedi;16:00;19:00;;22553
1910;1;1;Lunedi;08:30;11:30;tel. 011/6064169      338-3959527;2788
1910;1;2;Martedi;12:30;15:30;;2788
1910;1;3;Mercoledi;08:30;11:30;;2788
1910;1;4;Giovedi;08:30;11:30;;2788
1910;1;5;Venerdi;16:00;19:00;;2788
1911;1;1;Lunedi;14:00;17:30;;2789
1911;1;2;Martedi;08:30;12:00;;2789
1911;1;3;Mercoledi;14:00;17:30;;2789
1911;1;4;Giovedi;11:00;13:30;;2789
1911;1;5;Venerdi;16:00;18:00;;2789
1912;1;1;Lunedi;13:00;16:00;;2790
1912;1;2;Martedi;16:00;19:30;;2790
1912;1;3;Mercoledi;10:30;13:30;;2790
1912;1;4;Giovedi;10:30;12:30;;2790
1912;1;5;Venerdi;13:30;16:00;;2790
1912;1;4;Giovedi;13:30;14:30;;2791
9406;1;4;Giovedi;09:30;10:30;;17521
14532;1;5;Venerdi;12:00;13:00;SU APPUNTAMENTO;26924
14532;1;3;Mercoledi;17:00;18:00;SU APPUNTAMENTO;26924
1914;1;1;Lunedi;15:00;18:00;011-7715377       011-747396;2793
1914;1;2;Martedi;09:30;12:30;;2793
1914;1;3;Mercoledi;15:00;18:00;;2793
1914;1;4;Giovedi;09:30;12:30;;2793
1914;1;5;Venerdi;15:00;18:00;;2793
15661;1;4;Giovedi;13:00;15:00;SU APPUNTAMENTO TELEFONANDO AL N. 0173363904 DAL LUNEDÃŒ AL VENERDÃŒ' DALLE 9 ALLE 12 DALLE 15 ALLE 19;28982
15545;1;5;Venerdi;09:00;12:00;;28787
15545;1;4;Giovedi;15:00;18:00;;28787
15545;1;2;Martedi;15:00;18:00;;28787
15545;1;1;Lunedi;09:00;12:00;;28787
15545;1;3;Mercoledi;09:00;12:00;;28786
7613;1;5;Venerdi;15:00;16:00;SU APPUNTAMENTO;14395
7613;1;3;Mercoledi;15:00;16:00;SU APPUNTAMENTO;14395
7613;1;3;Mercoledi;16:00;18:00;LIBERO;14395
7613;1;1;Lunedi;09:00;10:00;SU APPUNTAMENTO;14395
7613;1;1;Lunedi;10:00;12:00;LIBERO;14395
7613;1;4;Giovedi;09:00;10:00;SU APPUNTAMENTO;14394
7613;1;4;Giovedi;10:00;12:00;LIBERO ;14394
7613;1;2;Martedi;15:00;16:00;SU APPUNTAMENTO;14394
7613;1;2;Martedi;16:00;18:00;LIBERO;14394
14652;1;5;Venerdi;10:00;13:00;DALLE 10 ALLE 11 SU APPUNTAMENTO;27151
15155;1;4;Giovedi;08:30;11:00;;28057
15722;1;1;Lunedi;14:30;17:30;SU APPUNTAMENTO;29086
15722;1;4;Giovedi;10:00;13:00;SU APPUNTAMENTO;29085
15722;1;5;Venerdi;14:30;17:30;SU APPUNTAMENTO;29085
15722;1;3;Mercoledi;10:00;13:00;SU APPUNTAMENTO;29085
15151;1;5;Venerdi;09:00;12:00;;28052
15151;1;4;Giovedi;09:30;12:30;;28052
15151;1;3;Mercoledi;16:00;19:00;;28052
15151;1;2;Martedi;09:30;12:30;;28052
15151;1;1;Lunedi;16:00;19:00;;28052
15199;1;3;Mercoledi;17:15;19:15;ACCESSO SU PRENOTAZIONE;28138
15199;1;4;Giovedi;09:30;11:00;ACCESSO SU PRENOTAZIONE;28138
15199;1;5;Venerdi;14:00;16:00;ACCESSO SU PRENOTAZIONE;28138
12340;1;5;Venerdi;12:00;14:00;;22723
12340;1;4;Giovedi;17:45;19:45;;22723
10081;1;4;Giovedi;08:30;11:00;SU APPUNTAMENTO TELEFONICO;18697
12340;1;3;Mercoledi;11:30;13:30;;22723
12340;1;2;Martedi;16:30;18:30;;22723
12340;1;1;Lunedi;17:00;19:00;;22723
14750;1;5;Venerdi;09:30;12:30;;27346
14750;1;4;Giovedi;09:30;12:30;;27346
14750;1;3;Mercoledi;15:00;18:00;;27346
14750;1;2;Martedi;09:30;12:30;;27346
14750;1;1;Lunedi;16:00;19:00;;27346
10049;1;5;Venerdi;08:30;10:00;;18638
10049;1;4;Giovedi;16:00;19:30;;18638
10049;1;2;Martedi;17:00;19:30;;18638
10049;1;1;Lunedi;08:30;11:00;;18638
10049;1;5;Venerdi;10:30;12:00;;18637
10049;1;3;Mercoledi;08:30;11:30;;18637
10049;1;2;Martedi;15:00;16:30;;18637
10049;1;1;Lunedi;15:00;16:30;;18637
10034;1;5;Venerdi;17:00;19:00;;18603
10034;1;4;Giovedi;11:00;13:00;;18603
10034;1;3;Mercoledi;11:00;13:00;;18603
10034;1;2;Martedi;17:00;19:00;;18603
10034;1;1;Lunedi;17:00;19:00;;18603
10034;1;5;Venerdi;15:00;16:00;;18602
10034;1;2;Martedi;15:00;16:00;;18601
10034;1;4;Giovedi;14:00;15:00;;18600
10034;1;3;Mercoledi;09:00;10:00;;18599
10034;1;1;Lunedi;09:00;10:00;;18599
10034;1;4;Giovedi;09:00;10:00;;18598
10034;1;1;Lunedi;11:00;13:00;;18598
10004;1;4;Giovedi;14:00;18:00;;18534
10004;1;2;Martedi;08:00;09:30;;18534
10004;1;5;Venerdi;08:00;10:30;;18533
10004;1;3;Mercoledi;17:00;19:00;;18533
10004;1;3;Mercoledi;08:00;09:30;;18533
10004;1;2;Martedi;14:00;18:00;;18533
10004;1;1;Lunedi;08:00;10:30;;18533
10014;1;5;Venerdi;17:30;19:00;;18559
10014;1;4;Giovedi;17:30;19:00;;18559
10014;1;3;Mercoledi;08:30;10:00;;18559
10014;1;2;Martedi;17:30;19:00;;18559
10014;1;1;Lunedi;17:30;19:00;;18559
10014;1;5;Venerdi;13:30;15:00;;18558
10014;1;4;Giovedi;10:30;12:00;;18558
10014;1;3;Mercoledi;10:30;12:00;;18558
10014;1;2;Martedi;13:30;15:00;;18558
10014;1;1;Lunedi;10:30;12:00;;18558
6628;1;3;Mercoledi;14:30;18:00;DALLE 17:30 ALLE 18:00 SU APPUNTAMENTO;11178
6628;1;2;Martedi;09:00;12:30;DALLE 12:00 ALLE 12:30 SU APPUNTAMENTO;11178
12130;1;5;Venerdi;08:00;11:00;SU APPUNTAMENTO SALVO URGENZE;22365
12130;1;4;Giovedi;16:00;19:00;SU APPUNTAMENTO SALVO URGENZE;22365
12130;1;3;Mercoledi;08:00;11:00;SU APPUNTAMENTO SALVO URGENZE;22365
12130;1;2;Martedi;08:00;11:00;SU APPUNTAMENTO SALVO URGENZE;22365
12605;1;3;Mercoledi;15:00;16:00;;23279
12605;1;5;Venerdi;16:30;18:30;;23278
12605;1;5;Venerdi;10:30;12:00;;23278
12605;1;4;Giovedi;16:00;18:30;;23278
12605;1;3;Mercoledi;16:30;18:30;;23278
12605;1;2;Martedi;16:30;18:30;;23278
12605;1;1;Lunedi;16:00;18:30;;23278
12605;1;1;Lunedi;10:30;12:00;;23278
12605;1;3;Mercoledi;10:30;12:00;;23277
12605;1;2;Martedi;15:00;16:00;;23276
14932;1;3;Mercoledi;15:00;16:00;;27701
14773;1;5;Venerdi;08:30;09:30;;27387
14773;1;2;Martedi;15:00;18:00;;27387
14773;1;5;Venerdi;14:00;17:00;;27386
14773;1;4;Giovedi;10:30;12:00;;27386
10023;1;5;Venerdi;09:00;11:00;;18577
10023;1;4;Giovedi;15:30;19:00;;18577
10023;1;3;Mercoledi;09:00;11:00;;18577
10023;1;2;Martedi;15:30;19:00;;18577
10023;1;1;Lunedi;08:30;12:30;;18577
13723;1;5;Venerdi;08:30;11:30;;25407
13723;1;4;Giovedi;15:30;19:00;;25407
13723;1;3;Mercoledi;08:30;11:30;;25407
13723;1;2;Martedi;08:30;11:30;;25407
13723;1;1;Lunedi;15:30;19:00;;25407
12169;1;5;Venerdi;15:00;18:00;;22438
12169;1;4;Giovedi;10:00;12:00;;22438
12169;1;3;Mercoledi;15:00;18:00;;22438
12169;1;2;Martedi;10:00;12:00;;22438
12169;1;1;Lunedi;15:00;18:00;;22438
12169;1;5;Venerdi;09:00;10:00;;22437
12169;1;4;Giovedi;18:00;19:00;;22437
12169;1;3;Mercoledi;09:00;10:00;;22437
12169;1;2;Martedi;18:00;19:00;;22437
12169;1;1;Lunedi;09:00;10:00;;22437
9989;1;1;Lunedi;09:30;10:30;;18504
9989;1;5;Venerdi;08:00;10:00;SU APPUNTAMENTO;18503
9989;1;4;Giovedi;10:30;12:30;SU APPUNTAMENTO;18503
9989;1;3;Mercoledi;10:30;12:30;;18503
9989;1;2;Martedi;12:00;14:00;;18503
10058;1;5;Venerdi;14:30;17:30;SU APPUNTAMENTO;18656
10058;1;4;Giovedi;08:30;12:00;SU APPUNTAMENTO;18656
10058;1;3;Mercoledi;08:30;12:00;SU APPUNTAMENTO;18656
10058;1;2;Martedi;14:30;17:30;SU APPUNTAMENTO;18656
10058;1;1;Lunedi;08:30;12:00;SU APPUNTAMENTO;18656
15427;1;4;Giovedi;15:30;17:30;;28529
15427;1;1;Lunedi;09:00;11:00;;28529
15427;1;3;Mercoledi;09:00;11:00;;28528
15427;1;2;Martedi;15:30;16:30;;28528
14899;1;5;Venerdi;09:00;12:00;;27622
14899;1;4;Giovedi;15:00;18:00;;27622
14899;1;3;Mercoledi;15:00;18:00;;27622
14899;1;2;Martedi;09:00;12:00;;27622
14899;1;1;Lunedi;15:00;18:00;;27622
13239;1;1;Lunedi;08:30;10:30;SU APPUNTAMENTO;24500
13809;1;3;Mercoledi;12:00;13:00;SU APPUNTAMENTO;25582
10030;1;5;Venerdi;17:00;19:30;;18591
10030;1;5;Venerdi;09:00;10:30;;18591
10030;1;4;Giovedi;17:00;19:30;;18591
10030;1;3;Mercoledi;17:00;19:30;;18591
10030;1;2;Martedi;17:00;19:30;;18591
10030;1;2;Martedi;09:00;10:30;;18591
10030;1;1;Lunedi;17:00;19:30;;18591
10050;1;5;Venerdi;17:00;19:00;;18639
10050;1;5;Venerdi;09:00;11:00;;18639
10050;1;4;Giovedi;17:00;19:30;;18639
10050;1;3;Mercoledi;17:00;19:30;;18639
10050;1;3;Mercoledi;09:00;11:00;;18639
10050;1;2;Martedi;09:00;11:00;;18639
10050;1;1;Lunedi;17:00;19:30;;18639
10050;1;1;Lunedi;09:00;11:00;;18639
12607;1;5;Venerdi;09:00;11:00;;23281
12607;1;4;Giovedi;10:00;13:00;;23281
12607;1;3;Mercoledi;11:00;13:00;;23281
12607;1;3;Mercoledi;17:00;19:00;;23281
12607;1;2;Martedi;09:00;11:00;;23281
12607;1;2;Martedi;17:00;19:00;;23281
12607;1;1;Lunedi;10:00;12:00;;23281
12762;1;5;Venerdi;10:00;12:00;;23558
12762;1;4;Giovedi;09:00;12:00;;23558
12762;1;3;Mercoledi;09:00;12:00;;23558
12762;1;2;Martedi;17:00;19:00;;23558
12762;1;2;Martedi;09:00;12:00;;23558
12633;1;5;Venerdi;14:00;18:00;;23338
12633;1;4;Giovedi;13:00;15:30;;23338
12633;1;3;Mercoledi;16:00;18:00;;23338
12633;1;3;Mercoledi;10:00;12:00;;23338
12633;1;2;Martedi;15:00;17:00;;23338
12633;1;2;Martedi;09:00;11:00;;23338
12633;1;1;Lunedi;14:00;18:00;;23338
12633;1;5;Venerdi;11:00;12:00;SU APPUNTAMENTO;23337
12633;1;1;Lunedi;11:00;12:00;SU APPUNTAMENTO;23337
10001;1;5;Venerdi;14:30;17:00;;18530
10001;1;4;Giovedi;07:30;10:30;;18530
10001;1;3;Mercoledi;07:30;10:30;;18530
10001;1;2;Martedi;16:30;20:00;;18530
10001;1;1;Lunedi;10:30;13:30;;18530
12165;1;5;Venerdi;09:00;12:00;;22432
12165;1;4;Giovedi;17:00;19:00;;22432
12165;1;4;Giovedi;10:00;12:00;;22432
12165;1;3;Mercoledi;09:00;12:00;;22432
12165;1;2;Martedi;14:00;17:00;;22432
12165;1;1;Lunedi;11:00;12:00;;22432
12165;1;1;Lunedi;17:00;19:00;;22432
9978;1;3;Mercoledi;15:00;16:00;;18477
9978;1;4;Giovedi;11:00;12:00;;18476
9978;1;3;Mercoledi;13:45;14:45;;18476
9978;1;2;Martedi;11:00;12:00;;18476
9978;1;4;Giovedi;13:00;14:00;;18475
9978;1;2;Martedi;13:00;14:00;;18475
9978;1;5;Venerdi;09:00;10:00;;18474
9978;1;4;Giovedi;09:00;11:00;;18474
9978;1;3;Mercoledi;09:00;10:00;;18474
9978;1;2;Martedi;09:00;11:00;;18474
9978;1;1;Lunedi;15:00;16:00;;18474
9978;1;1;Lunedi;09:00;11:00;;18474
9978;1;5;Venerdi;11:30;12:30;;18473
10021;1;5;Venerdi;16:00;19:00;;18575
10021;1;5;Venerdi;08:00;09:00;;18575
10021;1;4;Giovedi;08:00;10:00;;18575
10021;1;3;Mercoledi;08:00;11:00;;18575
10021;1;2;Martedi;08:00;11:00;;18575
10021;1;1;Lunedi;08:00;11:00;;18575
10036;1;5;Venerdi;09:00;12:00;;18606
10036;1;4;Giovedi;15:00;18:00;;18606
10036;1;3;Mercoledi;09:00;12:00;;18606
10036;1;2;Martedi;15:00;18:00;;18606
10036;1;1;Lunedi;09:00;12:00;;18606
10025;1;2;Martedi;11:00;12:00;;18582
10025;1;5;Venerdi;16:00;18:00;;18581
10025;1;4;Giovedi;09:00;10:30;;18581
10025;1;3;Mercoledi;10:00;12:00;;18581
10025;1;2;Martedi;09:00;10:30;;18581
10025;1;1;Lunedi;16:00;18:00;;18581
10025;1;2;Martedi;14:00;15:30;;18580
10025;1;5;Venerdi;13:30;15:30;;18579
10025;1;1;Lunedi;13:30;15:30;;18579
10051;1;5;Venerdi;12:00;13:00;;18645
10051;1;2;Martedi;12:00;13:00;;18645
10051;1;5;Venerdi;10:00;11:00;;18644
10051;1;3;Mercoledi;12:00;13:00;;18644
10051;1;3;Mercoledi;15:00;17:00;;18643
10051;1;1;Lunedi;17:00;19:00;;18643
10051;1;5;Venerdi;16:00;17:30;;18642
10051;1;4;Giovedi;18:00;19:30;;18642
10051;1;3;Mercoledi;09:30;11:00;;18642
10051;1;2;Martedi;09:30;11:00;;18642
10051;1;1;Lunedi;09:30;11:30;;18642
10051;1;1;Lunedi;12:00;13:00;;18641
10051;1;4;Giovedi;15:30;16:30;;18640
10111;1;3;Mercoledi;13:30;15:00;;18748
10111;1;2;Martedi;17:30;19:00;;18748
10111;1;2;Martedi;13:30;15:00;;18748
10111;1;1;Lunedi;17:30;19:00;;18748
10111;1;1;Lunedi;13:30;15:00;;18748
12607;1;1;Lunedi;17:00;19:00;;23281
15072;1;1;Lunedi;09:00;12:00;ACCESSO SU PRENOTAZIONE;27933
14499;1;5;Venerdi;09:00;11:30;;26846
14499;1;3;Mercoledi;09:00;11:30;;26846
14499;1;2;Martedi;09:00;11:30;;26846
14499;1;1;Lunedi;09:00;11:30;;26846
14499;1;4;Giovedi;11:30;12:30;;26845
14499;1;4;Giovedi;09:00;11:00;;26844
14499;1;4;Giovedi;17:30;18:30;;26843
14499;1;1;Lunedi;15:00;17:00;;26843
15476;1;3;Mercoledi;08:30;12:00;VISITE SU APPUNTAMENTO TELEFONANDO DA LUN. A VEN. DALLE 8 ALLE 10: 3357103706;28630
15476;1;4;Giovedi;13:00;16:00;VISITE SU APPUNTAMENTO TELEFONANDO DA LUN. A VEN. DALLE 8 ALLE 10: 3357103706;28630
15476;1;5;Venerdi;08:30;13:00;VISITE SU APPUNTAMENTO TELEFONANDO DA LUN. A VEN. DALLE 8 ALLE 10: 3357103706;28630
15476;1;2;Martedi;08:30;13:00;VISITE SU APPUNTAMENTO TELEFONANDO DA LUN. A VEN. DALLE 8 ALLE 10: 3357103706;28630
11637;1;5;Venerdi;12:30;15:30;SU APPUNTAMENTO;21478
11637;1;5;Venerdi;15:30;16:30;;21478
14323;1;4;Giovedi;17:00;19:00;;26488
14323;1;5;Venerdi;09:00;11:00;;26488
15395;1;5;Venerdi;13:30;16:30;SU APPUNTAMENTO SALVO URGENZE;28466
11961;1;3;Mercoledi;09:30;10:30;;22043
11961;1;5;Venerdi;16:00;18:00;;22042
11961;1;5;Venerdi;09:00;12:00;;22042
11961;1;3;Mercoledi;16:00;18:30;;22042
11961;1;2;Martedi;08:45;11:30;;22042
11961;1;1;Lunedi;16:00;19:00;;22042
11961;1;1;Lunedi;09:30;11:00;;22041
9994;1;4;Giovedi;13:30;15:00;;18516
9994;1;2;Martedi;09:00;11:00;;18516
9994;1;3;Mercoledi;14:30;16:00;;18515
9994;1;1;Lunedi;09:00;11:00;;18515
9994;1;5;Venerdi;10:45;12:45;;18514
9994;1;4;Giovedi;09:00;11:00;;18513
9994;1;3;Mercoledi;11:00;12:30;;18513
9994;1;1;Lunedi;13:30;15:00;;18513
9994;1;5;Venerdi;08:45;10:00;;18512
9994;1;4;Giovedi;16:00;18:30;;18512
9994;1;2;Martedi;14:00;16:00;;18512
9994;1;1;Lunedi;16:30;18:30;;18512
9977;1;2;Martedi;16:30;18:30;;18472
9977;1;5;Venerdi;16:30;18:00;;18471
9977;1;5;Venerdi;08:00;09:30;;18471
9977;1;4;Giovedi;08:00;09:30;;18471
9977;1;4;Giovedi;16:45;18:30;;18471
9977;1;3;Mercoledi;08:00;09:30;;18471
9977;1;2;Martedi;08:00;09:30;;18471
9977;1;1;Lunedi;16:45;18:30;;18471
9977;1;1;Lunedi;08:00;09:30;;18471
9985;1;5;Venerdi;16:30;19:30;;18498
9985;1;4;Giovedi;08:30;11:30;;18498
9985;1;3;Mercoledi;08:30;11:30;;18498
9985;1;2;Martedi;16:30;19:30;;18498
9985;1;1;Lunedi;10:00;13:00;;18498
14094;1;5;Venerdi;10:00;12:00;;26051
14094;1;4;Giovedi;16:00;18:00;;26051
15123;1;2;Martedi;16:00;18:00;SU PRENOTAZIONE AL NÂ° 0171/698393;28012
14900;1;5;Venerdi;10:00;13:00;;27623
14900;1;4;Giovedi;10:00;13:00;;27623
14900;1;3;Mercoledi;09:00;12:00;;27623
10027;1;5;Venerdi;15:00;19:00;;18585
10027;1;4;Giovedi;15:00;17:00;;18585
10027;1;4;Giovedi;08:30;10:00;;18585
10027;1;3;Mercoledi;15:00;17:00;;18585
10027;1;3;Mercoledi;08:30;10:00;;18585
10027;1;2;Martedi;15:00;19:00;;18585
10027;1;1;Lunedi;15:00;17:00;;18585
10027;1;1;Lunedi;08:30;10:00;;18585
10026;1;5;Venerdi;11:30;13:00;;18584
10026;1;4;Giovedi;08:30;10:30;;18584
10026;1;3;Mercoledi;18:00;20:00;;18584
10026;1;1;Lunedi;10:00;13:00;;18584
10026;1;5;Venerdi;08:30;10:30;;18583
10026;1;4;Giovedi;11:30;13:00;;18583
10026;1;2;Martedi;15:00;18:00;;18583
9980;1;1;Lunedi;09:00;10:00;;18487
9980;1;3;Mercoledi;16:00;16:45;;18486
9980;1;5;Venerdi;14:30;15:15;;18485
9980;1;2;Martedi;15:30;16:15;;18485
9980;1;3;Mercoledi;17:15;18:00;;18484
9980;1;1;Lunedi;15:30;16:15;;18484
9980;1;4;Giovedi;15:30;16:15;;18483
9980;1;3;Mercoledi;14:30;15:30;;18482
9980;1;1;Lunedi;13:30;14:30;;18482
9980;1;5;Venerdi;09:30;10:30;;18481
9980;1;3;Mercoledi;18:30;19:30;;18481
9980;1;1;Lunedi;16:30;17:15;;18481
9980;1;5;Venerdi;11:00;12:00;;18480
9980;1;4;Giovedi;18:00;19:00;;18480
9980;1;2;Martedi;18:00;19:00;;18480
9980;1;1;Lunedi;17:30;18:30;;18480
9980;1;4;Giovedi;16:30;17:15;;18479
9980;1;2;Martedi;16:30;17:15;;18479
10031;1;5;Venerdi;09:00;10:45;;18593
10031;1;4;Giovedi;17:00;19:15;;18593
10031;1;3;Mercoledi;17:00;19:15;;18593
10031;1;2;Martedi;09:00;11:00;;18593
10031;1;1;Lunedi;14:00;15:45;;18593
10031;1;5;Venerdi;14:00;15:00;;18592
10031;1;4;Giovedi;14:00;15:00;;18592
10031;1;3;Mercoledi;11:00;12:00;;18592
10031;1;2;Martedi;14:00;15:00;;18592
10031;1;1;Lunedi;11:00;12:00;;18592
10029;1;5;Venerdi;18:00;19:00;;18590
10029;1;5;Venerdi;14:30;17:30;;18590
10029;1;4;Giovedi;08:30;11:30;;18590
10029;1;3;Mercoledi;08:30;11:30;;18590
10029;1;2;Martedi;14:30;17:30;;18590
10029;1;1;Lunedi;08:30;11:30;;18590
15676;1;2;Martedi;17:00;19:00;;29011
15676;1;1;Lunedi;16:30;19:00;;29011
15687;1;5;Venerdi;09:30;11:30;ACCESSO SU PRENOTAZIONE;29028
15687;1;4;Giovedi;14:00;16:00;ACCESSO SU PRENOTAZIONE;29028
15687;1;3;Mercoledi;13:30;15:30;ACCESSO SU PRENOTAZIONE;29028
13331;1;2;Martedi;18:00;19:00;;24668
13331;1;1;Lunedi;10:00;11:00;;24668
13331;1;5;Venerdi;08:30;10:00;;24667
13741;1;3;Mercoledi;10:00;12:00;;25446
14933;1;4;Giovedi;10:30;11:30;ACCESSO LIBERO;27704
12762;1;1;Lunedi;14:30;17:00;;23558
13886;1;2;Martedi;09:00;10:30;;25711
13886;1;5;Venerdi;11:00;12:00;;25710
13886;1;5;Venerdi;14:00;16:30;;25709
13886;1;3;Mercoledi;10:30;12:00;;25709
13886;1;4;Giovedi;10:30;12:45;;25708
13886;1;3;Mercoledi;16:45;19:00;;25708
13886;1;2;Martedi;17:00;19:00;;25708
13886;1;1;Lunedi;09:45;12:45;;25708
14962;1;5;Venerdi;16:00;19:00;;27754
14962;1;4;Giovedi;16:00;19:00;;27754
14962;1;3;Mercoledi;09:00;12:00;;27754
14962;1;2;Martedi;10:00;13:00;;27754
14962;1;1;Lunedi;09:00;12:00;;27754
9993;1;5;Venerdi;08:00;13:00;;18511
9993;1;4;Giovedi;14:00;18:30;;18511
9993;1;3;Mercoledi;08:00;11:30;;18511
9993;1;2;Martedi;14:00;18:30;;18511
9993;1;1;Lunedi;14:00;19:00;;18511
9993;1;4;Giovedi;08:15;09:15;;18510
12604;1;5;Venerdi;14:00;17:00;;23275
12604;1;4;Giovedi;11:00;12:00;SOLO SU APPUNTAMENTO;23275
12604;1;4;Giovedi;14:00;17:00;;23275
12604;1;3;Mercoledi;14:00;17:00;;23275
12604;1;2;Martedi;11:00;14:00;;23275
12604;1;1;Lunedi;13:00;16:00;;23275
10757;1;1;Lunedi;18:00;18:30;;19954
10757;1;1;Lunedi;14:30;16:00;;19955
6603;1;1;Lunedi;15:00;19:00;SU APPUNTAMENTO;11145
14900;1;2;Martedi;16:00;19:00;;27623
12668;1;5;Venerdi;15:30;18:30;;23391
12668;1;4;Giovedi;15:30;18:30;;23391
12668;1;3;Mercoledi;15:30;18:30;;23391
12668;1;2;Martedi;15:30;18:30;;23391
12668;1;1;Lunedi;15:30;18:30;;23391
9983;1;5;Venerdi;09:00;12:00;;18491
9983;1;4;Giovedi;09:00;12:00;;18491
9983;1;3;Mercoledi;15:30;18:30;;18491
9983;1;2;Martedi;09:00;12:00;;18491
9983;1;1;Lunedi;15:30;18:30;;18491
10040;1;5;Venerdi;09:30;10:30;;18615
10040;1;3;Mercoledi;14:30;16:00;;18615
10040;1;5;Venerdi;14:30;16:00;;18614
10040;1;3;Mercoledi;10:30;11:30;;18614
10040;1;2;Martedi;18:00;19:00;;18614
10040;1;1;Lunedi;14:30;16:00;;18614
10040;1;5;Venerdi;11:30;12:30;;18613
10040;1;4;Giovedi;09:30;11:30;;18613
10040;1;3;Mercoledi;17:00;18:30;;18613
10040;1;2;Martedi;09:30;11:30;;18613
10040;1;1;Lunedi;09:30;12:00;;18613
10056;1;5;Venerdi;11:00;12:30;;18653
10056;1;4;Giovedi;11:00;12:30;;18653
10056;1;3;Mercoledi;11:00;13:00;;18653
10056;1;1;Lunedi;11:00;13:00;;18653
10056;1;5;Venerdi;15:00;17:00;;18652
10056;1;4;Giovedi;09:00;10:30;;18652
10056;1;2;Martedi;11:00;13:00;;18652
10056;1;1;Lunedi;09:00;10:30;;18652
12564;1;5;Venerdi;16:00;19:00;;23194
12564;1;4;Giovedi;14:00;16:00;;23194
12564;1;3;Mercoledi;14:00;16:00;;23194
12564;1;2;Martedi;16:00;19:00;;23194
12564;1;1;Lunedi;14:00;16:00;;23194
12564;1;5;Venerdi;10:00;12:00;;23193
12564;1;4;Giovedi;09:00;10:30;;23193
12564;1;3;Mercoledi;09:00;10:30;;23193
12564;1;1;Lunedi;10:00;12:00;;23193
10024;1;5;Venerdi;11:00;13:00;;18578
10024;1;4;Giovedi;15:30;19:00;;18578
10024;1;3;Mercoledi;10:30;13:00;;18578
10024;1;2;Martedi;15:00;19:00;;18578
10024;1;1;Lunedi;16:00;19:00;;18578
12610;1;5;Venerdi;08:30;10:30;;23290
12610;1;4;Giovedi;08:30;10:30;;23290
12610;1;3;Mercoledi;10:30;12:30;;23290
12610;1;2;Martedi;16:00;18:30;;23290
12610;1;1;Lunedi;08:30;10:30;;23290
12610;1;3;Mercoledi;14:30;15:30;;23289
12610;1;5;Venerdi;11:30;13:00;;23288
12610;1;4;Giovedi;17:30;19:00;;23288
12610;1;2;Martedi;10:30;12:00;;23288
12610;1;1;Lunedi;17:30;19:00;;23288
9991;1;5;Venerdi;13:45;15:00;;18507
9991;1;3;Mercoledi;08:30;10:30;;18507
9991;1;2;Martedi;13:45;15:00;;18507
9991;1;5;Venerdi;08:45;11:00;;18506
9991;1;4;Giovedi;15:00;18:00;;18506
